,Tweet ID,Content,Named Candidate/Partylist
125,tweet_id:1919692836632723679,"Nahuli mo na nga na mali, ikaw pa rin ang may kasalanan? Na-gaslight ka!

Gaslighting sa relasyon? Red flag. Gaslighting sa eleksyon? Mas malaking red flag Ngayong #Eleksyon2025, ‘wag magpabudol sa mga politikong mahilig magpalusot! Piliin ang lider na tapat at hindi",
126,tweet_id:1919687036853735797,"ᴍᴀᴀᴡᴀ ᴋᴀʏᴏ sᴀ ᴘɪʟɪᴘɪɴᴀs. 

ʜᴜᴡᴀɢ ɪʙᴏᴛᴏ ᴀɴɢ ᴋᴜʟᴛᴏ ɴɪ ᴅɪɢᴏɴɢʏᴏ. #Halalan2025",
127,tweet_id:1919680987639722173,"Kung lahat ng Kakampinks sila Bam Aquino at Kiko Pangilinan lang ang ibobotong Senador sa Halalan 2025, may pag-asa silang manalo!

KAYA BLOCK VOTING FOR BAM AQUINO AND KIKO PANGILINAN ONLY. #Halalan2025",Bam Aquino
128,tweet_id:1919674748256321705,"""And as President of the Republic of Chuva Choo Choo, hinihikayat ko po na iboto niyo si Kiko Pangilinan sa Senado.""#Halalan2025",
129,tweet_id:1919638365240230028,"#Halalan2025 | Pormal na naghain ng complaint ang Makabayan Eastern Visayas laban sa mga grupo at personalidad na walang tigil ang red-tagging laban sa progresibong kandidato sa ilalim ng Koalisyong Makabayan. 

Panoorin ang aming panayam!",Makabayan
130,tweet_id:1919633773848899988,"I hope rabid Kakampinks are happy now kasi unti-unti na itong nagkakatotoo.

Enjoy the impending Philip Salvador presidency. #Halalan2025",
131,tweet_id:1919631813481529658,"I look back at this tweet from last year, and the reaction it generated amongst Kakampinks. For now, I won't say anything further.#Halalan2025",
132,tweet_id:1919619767595569288,"DALAWANG PANGALAN LANG PAGKA-SENADOR, NGAYONG HALALAN.

BAM AQUINO AT KIKO PANGILINAN. #Halalan2025",BAM AQUINO
133,tweet_id:1919619767289434416,"READ: Proclamation No. 878 declaring May 12, 2025 as a special non-working holiday nationwide for #Eleksyon2025. | via ",
134,tweet_id:1919594990612971998,"LOOK: Fifteen senatorial candidates in the ""likely winning circle"" for #Halalan2025, based on research firm WR Numero's senatorial preference survey conducted from April 23-30, 2025.

The circle remains dominated by candidates from the administration slate with nine candidates,",
135,tweet_id:1919594099486949491,KAILANGAN SA SENADO SILA KIKO PANGILINAN AT BAM AQUINO. #Halalan2025,BAM AQUINO
136,tweet_id:1919591279844815122,"Duterte trolls black propaganda kay Kiko Pangilinan (higop ng sabaw) at yung ginawa nila kay Mar Roxas (pag-inom sa gripo) are very similar and Filipinos keep falling for it.

The Duterte playbook is to keep politicians who will make them accountable out of office.#Halalan2025",
137,tweet_id:1919583153959928218,"#Halalan2025: ACT-CIS Rep. Erwin Tulfo and re-electionist Sen. Christopher “Bong” Go top the list of Senate bets likely to win in the 2025 midterm elections, according to our Halalan 2025 national survey.  Get the full brief: bit.ly/PPOMSignup",Erwin Tulfo
138,tweet_id:1919572788576452852,"Public opinion research firm WR Numero breaks down its latest senatorial survey predicting the ""winner's circle"" for the midterm elections. #Halalan2025 #ANCHeadstart",
139,tweet_id:1919426033889263849,"Duterte's Substandard Legacy

 #Halalan2025 #Eleksiyon2025",
140,tweet_id:1919365072142401927,"Sino nga ba ang Makabayan Bloc?  Their call this election:Nakabubuhay na sahod, mababang presyo, libreng serbisyo publiko, igalang ang karapatang pantao, tunay na kalayaan, at demokrasya.

Haven’t heard of them? You might wanna check this out #MakabayanBloc #Eleksyon2025",Makabayan
141,tweet_id:1919317204723708203,TOMORROW'S THE DAY Find out the state of the race a week before the May 12 elections with our #Halalan2025 National Survey Press Briefing! Discover the:   Latest Election Preferences for the 2025 Senate and party-list races. Views on the conduct of elections,
142,tweet_id:1919305368875782468,"Former Sen. Bam Aquino emerged as the clear favorite among college students in the final pre-election poll of the Center for Students Initiatives, receiving support from 79.6% of respondents. #Eleksyon2025",Bam Aquino
143,tweet_id:1919293369248887200,"As long as Senate elections in the Philippines are conducted this way, this is gonna keep going on and on and on.

Popularity and name recognition trumps everything else. And if Phillip Salvador wins this year, he's practically guaranteed a 12-year term as Senator.#Halalan2025",Phillip Salvador
144,tweet_id:1919281621754085780,"Oh boy...

If any Cebuano even remembers the ongoing feud between Tomas Osmeña and Alvin Garcia (Raymond's father and Osmeña'a former vice mayor turned political rival), you'd realize that this is a VERY BAD tandem to push. They were the original Osmeña vs Rama.#Halalan2025",
145,tweet_id:1919278385693372486,"Reelectionist senator Christopher ""Bong"" Go remains to be the frontrunner in the Senate race, according to a Pulse Asia Research survey conducted 3 weeks before #Halalan2025 and released Monday.

READ: abs-cbn.com/news/nation/20
…",
146,tweet_id:1919278206491955356,"Kapwa Pilipino Ang Pumapatay Sa Kapwa N’ya Pilipino… Malapit na ang #Halalan2025 …
Kung may natitira ka pang awa…
BUMUTO KA NAMAN NG TAMA!",
147,tweet_id:1919277791671099586,"Hiniling na rin ng Comelec sa Office of the President na ideklarang holiday ang May 12, 2025 para mahikayat ang mas marami na bumoto sa #Halalan2025. | via ",
148,tweet_id:1919269547326022059,"Kapag nagtatanong ka kung bakit ka patuloy sa paghihirap…

E, Baka naman kası kasalanan mo?!?!#Halalan2025",
149,tweet_id:1919266913685025079,"The Iglesia ni Cristo religious group may bet on winnable candidates to keep their track record and still be seen as a strong political force in the next electoral cycles, Dr. Aries Arugay of UP Political Science says. #Halalan2025 #DatelinePhilippines",
150,tweet_id:1919265019818062278,"“imbes na krimen, kurapsyon at kahirapan ang pagtuunan ng pansin”

🫩 eh pinakyaw na ng pamilya niyo lahat yan. #Halalan2025#DuterteLegacy",
151,tweet_id:1919236776180261059,"I will admit that I got discouraged because of Kiko's numbers in Pulse Asia. But if this many candidates went down as well, some even having a bigger decrease than Kiko, then perhaps it's not as bad as it looks.

Sana naman manalo si Kiko.#Halalan2025 x.com/IanIslander3/s
…",
152,tweet_id:1919234881172676766,"Even the grandchildren of former president Rodrigo Duterte are seeking positions in their bailiwick Davao City. #PHVote rappler.com/philippines/el
…",
153,tweet_id:1919233860262342898,"SANA MAGING MATALINO ANG MGA PILIPINO KUNG SINO ANG IHAHALAL NGAYON SA SENADO.

Bam Aquino and Kiko Pangilinan for Senator! #Halalan2025",Bam Aquino
154,tweet_id:1919207047213498834,"Revilla: Hindi pa naibabalik ang ₱124M na dapat isauli. Tatakbo ulit sa Senado—para saan? 

Pacquiao: Sikat pero absentee. Wala isang salita—kakampi ngayon, bukas, sisiraan ka na at iba na partido

Pipiliin mo pa rin ba sila? Deserve ba ng bansa natin sila? #Halalan2025",
155,tweet_id:1919018366745919849,"Huwag bumoto sa Senado ng puro drama at pangako! Dun tayo sa may alam sa batas at marami ng nagawa!

BAM AQUINO AND KIKO PANGILINAN! #Halalan2025",BAM AQUINO
156,tweet_id:1918986113189867828,VICE GANDA: ‘Di pwedeng mawala sa Top 12 ang 𝑻𝑨𝑷𝑨𝑻 at 𝑻𝑶𝑻𝑶𝑶. JUST IN: Vice Ganda pormal nang inendorso si Kiko Pangilinan sa darating na #Halalan2025! #ViceGanda #KikoPangilinan,
157,tweet_id:1918983777495183707,"WAG NA SANANG DAGDAGAN PA YUNG MGA SENADOR NA WALA NAMANG KWENTA.

Kaya iboto  natin sila Bam Aquino at Kiko Pangilinan! #Halalan2025",Bam Aquino
158,tweet_id:1918978599207788703,"ITODO NA ANG SUPORTA KILA BAM AQUINO AT KIKO PANGILINAN, SA HULING LINGGO NG KAMPANYA. #Halalan2025ML PARTYLIST FOR LEILA DE LIMA.",BAM AQUINO
159,tweet_id:1918973696514928680,"BAM AQUINO AND KIKO PANGILINAN FOR SENATOR. Madami ng nagawa, madami pang magagawa! #Halalan2025",BAM AQUINO
160,tweet_id:1918931665981669587,Ipakita natin ang totoong unity mga Kakampinks! Ipanalo natin sila Bam Aquino at Kiko Pangilinan sa Senado! #Halalan2025,Bam Aquino
161,tweet_id:1918930387260092637,Kailangan ni Risa Hontiveros ng kakampi sa Senado! Kaya iboto sila Kiko Pangilinan at Bam Aquino! #Halalan2025,Bam Aquino
162,tweet_id:1918922593958055984,"ML Partylist ang Partylist ko ngayong #Halalan2025.

Gusto ko makabalik si Leila De Lima sa Gobyerno!",
163,tweet_id:1918902275625660847,"Kung gusto nyo ng Leni Robredo 2028, ipanalo natin sila Bam Aquino at Kiko Pangilinan sa Senado! #Halalan2025",Bam Aquino
164,tweet_id:1918902098718007783,"AYOKONG SAYANGIN ANG BOTO KO, KAYA KAY BAM AQUINO AT KIKO PANGILINAN AKO. #Halalan2025",BAM AQUINO
165,tweet_id:1918832141657600371,"ANG BOTO KO AY PARA SA IKAKAPANALO NG PILIPINO.

KIKO PANGILINAN AT BAM AQUINO. #Halalan2025",BAM AQUINO
166,tweet_id:1918802757521457404,"Maaga mang pipila o hahabol matapos ang trabaho, magbaon ng pasensiya at isaisip ang kinabukasan sa iyong pagboto. 

Para sa iba pang update sa #Halalan2025, magtungo sa abs-cbn.com/news/halalan-2
….",
167,tweet_id:1918661144517963873,"Tomas Osmeña is arguably the godfather of post-EDSA Cebu City politics. Almost every top Cebu City politician was, at one point, connected to Tomas Osmeña. Raymond Garcia may not have had that connection, but his father was Osmeña's vice-mayor in the '80s and '90s.#Halalan2025",
168,tweet_id:1918624480391512229,"AYOKO SA KANDIDATONG WALANG ALAM SA BATAS, PURO PANGAKO, AT TRAPO.

DUN AKO SA MARAMING NAGAWA AT IPAPANALO ANG MGA PILIPINO.

Kiko Pangilinan at Bam Aquino! #Halalan2025 #MLPartylist",Bam Aquino
169,tweet_id:1918622873104867509,"Power Vote for Bam Aquino, Kiko Pangilinan and ML PARTYLIST! #Halalan2025",Bam Aquino
170,tweet_id:1918583809366474939,"Umapela si Senador Imee Marcos sa Comelec na higpitan ang regulasyon sa mga lumalabas na survey na nagagamit umano sa ""brainwashing"" at ""mind-setting"" sa #Halalan2025.

Sumadsad ang numero ni Marcos sa pinakahuling pre-election survey, ngunit hindi umano siya nakikinig dito.",Imee Marcos
171,tweet_id:1918349075927154782,"EDUCATION IS KEY If given the chance to be a leader in her municipality, Siniloan, Laguna, Yllana Marie Aduana says that she would prioritize education empowerment across all genders. #MUPH2025TheCoronation #PHVote 

Follow us for updates: rappler.com/entertainment/
…",
172,tweet_id:1918209834345980402,"Wala bang gagawin ang House of Representatives na aksyon dito?

Mga miyembro niyo na abusado, anong ginagawa niyo?#TeamChina#Halalan2025",aksyon
173,tweet_id:1918170403039834171," SA BALOTA, ANDAMO SA SENADO! SA BALOTA, HEALTH WORKERS PARTYLIST SA KONGRESO!

10 araw na lang ay #Halalan2025 na! Tandaan at isulat na sa iyong kodigo ang mga numero ng   at ng ! #4NarsAlynAndamo #TaumbayanSaSenado #AndamoSaSenado",
174,tweet_id:1918109977434091829,"Dati nang inirekomenda ng mga awditor ng gobyerno na busisiin ang mga kontrata ng PrimeWater sa buong bansa. Puwede ring singilin ng mga botante ang PrimeWater gamit ang balota. #PHVote 

BASAHIN: rappler.com/philippines/el
…",
175,tweet_id:1917791087273390471,"Incumbent Laguna Governor Ramil Hernandez and his wife, 2nd District Representative Ruth Hernandez, are now facing a disqualification case over alleged vote-buying and misuse of government resources. #Halalan2025Full report: abs-cbn.com/news/regions/2
…",
176,tweet_id:1917481610913657324,"All are invited to  press briefing for our final #Halalan2025 national survey.  & I will lead the presentation of key findings, followed by an exciting panel with our Senior Advisors to draw the most important poll insights a week before the May 12 vote.",
177,tweet_id:1917468850670690377,Subok na sa tapat na paglilingkod. Ang ating #SENADOR sa May 12   #5 sa balota#Halalan2025 #Eleksyon2025 #BilangPilipino2025,
178,tweet_id:1917467636235132951,Maglalabas ng disqualification decision ang Comelec laban sa incumbent mayor at kandidatong congressman ng Quezon Province dahil sa isyu ng vote-buying sa #Halalan2025. | via ,
179,tweet_id:1917434317015506978,"Masbate vice gubernatorial bet Atty. Ruperto Gadia Sr., naghain ng disqualification petition vs sa mga Kho dahil sa umano'y text blast gamit ang emergency alert system para sa kanilang kampanya sa #Halalan2025. | via ",
180,tweet_id:1917423640729248106,"𝟯 𝗠𝘂𝘀𝗸𝗲𝘁𝗲𝗲𝗿𝘀 𝘀𝗮 𝗦𝗲𝗻𝗮𝗱𝗼

#8 Roberto ""Ka Dodoy"" Ballon
#19 David D'Angelo, Boses ng Kalikasan 
#43 Atty. Sonny Matula, Defender ng Manggagawa 

Sa kanila bayan ang panalo! 
Tara na ikampanya at iboto! #Halalan2025 #Eleksyon2025 #BilangPilipino",David D'Angelo
181,tweet_id:1917418691995787662,"Sen. Francis Tolentino believes China is doing all means necessary to help certain #Halalan2025 candidates who will follow their agenda.

This after a Chinese national was caught in possession of an eavesdropping device while nearby the Comelec headquarters. #ANCHeadstart",Francis Tolentino
182,tweet_id:1917375939144515918,"Senador po ang hinahanap, hindi dancer Tingnan sa Rappler election site ang track record ng mga kumakandidato ngayong eleksiyon. Alamin ang kanilang magiging responsibilidad. #PHVote #AmbagNatin ph.rappler.com/elections/2025
…",
183,tweet_id:1917353203630305776,"Higit walong dekada na ang nakalilipas mula nang payagang makaboto ang kababaihan sa Pilipinas.

Pagkilala ito sa karapatan at ambag ng mga babae sa lipunan.   

Para sa iba pang update sa #Halalan2025, magtungo sa abs-cbn.com/news/halalan-2
….",
184,tweet_id:1917347653853274160,#Halalan2025   #Eleksyon2025,
185,tweet_id:1917252768563400816,"Sa “I am one of 15M” inaasahan ko na tayo-tayo parin sa darating na #Halalan2025 para kay  
at  

Madaling tandaan: 5 at 51 sa balota
5 at 51, 5 at 51, 5 at 51, 5 at 51, 5 at 51, 5 at 51, 5 at 51, 5 at 51, 5 at 51, 5 at 51, 5 at 51, 5 at 51, 5 at 51",
186,tweet_id:1917130391011659880,"Sinong mas nakakaawa…

Yung tumatanggap ng conditional cash transfer (4Ps, tupad, etc) na pinamumudmod ng mga PULPOLITIKO 

O, TAX PAYAERS???#Halalan2025",
187,tweet_id:1916986840244183448,"Ma’am Heidi is faring better in the surveys compared to other senatoriables. People see and embrace her advocacy, what she’s fighting for - CORRUPTION! 

If she doesn’t make it in #Halalan2025, I hope she runs again in 2028. What to do between 2025 - 2028? Please remain visible!",
188,tweet_id:1916831415880261771,"Sa ikalawang episode ng Halalan 101 series ng  at  , tinalakay namin ang profile ng mga botante sa paparating na #Halalan2025: 6 sa bawat 10 botante ay millennial at Gen Z— kaya pinakamalaki ang magiging boses at papel ng mga kabataan sa darating na botohan.",
189,tweet_id:1916810877677736311,PAANO NGA BA GINAGAWA ANG ISANG SURVEY? Samahan kami on the ground para sa Philippine Public Opinion Monitor ng WR Numero! #WRNumero #Halalan2025,
190,tweet_id:1916788988515631438,"#Halalan2025: In our April 2025 survey, 4Ps Party-list is the top choice among Filipino voters in Metro Manila and the rest of Luzon, while Malasakit@Bayanihan leads in the Visayas and Duterte Youth tops preferences in Mindanao FULL LIST: tinyurl.com/wrn-pl042025-r",
191,tweet_id:1916747684633067933,"Seventy-five percent of Filipinos prefer candidates who believe that the Philippines should assert rights against China’s aggressive actions in the West Philippine Sea (WPS), a commissioned Social Weather Stations (SWS) survey showed. #Eleksyon2025 

Read more:",
192,tweet_id:1916671368491307140,"Remember when China started going after Sandy Cay in 2017? Eto ang sinabi ni #DuterteTraydor.  Traydor ang mga Duterte sa Pilipinas.
Kaya huwag bumoto ng partido ni XiJinPing — PDP is #TeamChina: 
POGO DROGA PHARMALLY#Halalan2025#WestPhilippineSea",PDP
193,tweet_id:1916669410598650205,"Kelangan ng agri and fisheries sector ang representasyon. Ibalik si #51PangilinanKiko sa Senado.

Hindi na natin kelangan ng isa na namang land grabber, subdivision owner at mall operator. #Halalan2025",
194,tweet_id:1916448107895918680,"There must be no trade-off between compromise and principle.

It's just a matter of wisely discerning between when should compromise happen, especially in the name of unities or (unholy?) alliances, and when should one firmly stand on their ground—and scream, ""No!""#Halalan2025",
195,tweet_id:1916385270892540137,"Leni better hope the final Top 12 doesn't end up with Marcoleta, Pacquiao, or Abalos at #12, and either Kiko or Bam at #13.

Because if that happens... 
Boy oh boy, MAGWA-WARLA ang mga tao.#Halalan2025",
196,tweet_id:1916346491888926987,"Hindi mo man alam ang sagot…

Pero kahit papaano alam mo ang problema.#Halalan2025",
197,tweet_id:1916313348502675465,"Anong itsura?
Pakipangalanan naman po ‘tol.#Halalan2025",
198,tweet_id:1916281224173171087,"For the second time since early March, House Deputy Speaker Camille Villar called in sick and skipped a sortie with the administration’s Alyansa para sa Bagong Pilipinas. #InsideTrack #PHVote rappler.com/newsbreak/insi
…",
199,tweet_id:1915911628064960595,"A morning reminder:

Leni is NOT the leader of the opposition anymore. Matagal na niyang ibinigay ang titulo na yan kay Risa.

Amy endorsements she makes should be understood by default as her own personal preferences, not some ""political chess move"". #Halalan2025",
